date,fighter a,fighter b,result
"June 04, 2022",Alexander Volkov,Jairzinho Rozenstruik,win
"June 04, 2022",Movsar Evloev,Dan Ige,win
"June 04, 2022",Lucas Almeida,Michael Trizano,win
"June 04, 2022",Karine Silva,Poliana Botelho,win
"June 04, 2022",Ode Osbourne,Zarrukh Adashev,win
"June 04, 2022",Alonzo Menifield,Askar Mozharov,win
"June 04, 2022",Karolina Kowalkiewicz,Felice Herrig,win
"June 04, 2022",Joe Solecki,Alex Da Silva,win
"June 04, 2022",Damon Jackson,Dan Argueta,win
"June 04, 2022",Benoit Saint Denis,Niklas Stolze,win
"June 04, 2022",Tony Gravely,Johnny Munoz,win
"June 04, 2022",Jeff Molina,Zhalgas Zhumagulov,win
"June 04, 2022",Rinat Fakhretdinov,Andreas Michailidis,win
"June 04, 2022",Erin Blanchfield,JJ Aldrich,win
"May 21, 2022",Ketlen Vieira,Holly Holm,win
"May 21, 2022",Michel Pereira,Santiago Ponzinibbio,win
"May 21, 2022",Chidi Njokuani,Dusko Todorovic,win
"May 21, 2022",Tabatha Ricci,Polyana Viana,win
"May 21, 2022",JunYong Park,Eryk Anders,win
"May 21, 2022",Joseph Holmes,Alen Amedovski,win
"May 21, 2022",Jailton Almeida,Parker Porter,win
"May 21, 2022",Uros Medic,Omar Morales,win
"May 21, 2022",Jonathan Martinez,Vince Morales,win
"May 21, 2022",Chase Hooper,Felipe Colares,win
"May 21, 2022",Sam Hughes,Elise Reed,win
"May 14, 2022",Jan Blachowicz,Aleksandar Rakic,win
"May 14, 2022",Ryan Spann,Ion Cutelaba,win
"May 14, 2022",Davey Grant,Louis Smolka,win
"May 14, 2022",Katlyn Cerminara,Amanda Ribas,win
"May 14, 2022",Manuel Torres,Frank Camacho,win
"May 14, 2022",Allan Nascimento,Jake Hadley,win
"May 14, 2022",Viviane Araujo,Andrea Lee,win
"May 14, 2022",Michael Johnson,Alan Patrick,win
"May 14, 2022",Virna Jandiroba,Angela Hill,win
"May 14, 2022",Tatsuro Taira,Carlos Candelario,win
"May 14, 2022",Andre Petroski,Nick Maximov,win
"May 07, 2022",Charles Oliveira,Justin Gaethje,win
"May 07, 2022",Carla Esparza,Rose Namajunas,win
"May 07, 2022",Michael Chandler,Tony Ferguson,win
"May 07, 2022",Ovince Saint Preux,Mauricio Rua,win
"May 07, 2022",Randy Brown,Khaos Williams,win
"May 07, 2022",Francisco Trinaldo,Danny Roberts,win
"May 07, 2022",Macy Chiasson,Norma Dumont,win
"May 07, 2022",Brandon Royval,Matt Schnell,win
"May 07, 2022",Blagoy Ivanov,Marcos Rogerio de Lima,win
"May 07, 2022",Andre Fialho,Cameron VanCamp,win
"May 07, 2022",Tracy Cortez,Melissa Gatto,win
"May 07, 2022",CJ Vergara,Kleydson Rodrigues,win
"May 07, 2022",Loopy Godinez,Ariane Carnelossi,win
"May 07, 2022",Journey Newson,Fernie Garcia,win
"April 30, 2022",Marlon Vera,Rob Font,win
"April 30, 2022",Andrei Arlovski,Jake Collier,win
"April 30, 2022",Joanderson Brito,Andre Fili,win
"April 30, 2022",Grant Dawson,Jared Gordon,win
"April 30, 2022",Darren Elkins,Tristan Connelly,win
"April 30, 2022",Krzysztof Jotko,Gerald Meerschaert,win
"April 30, 2022",Alexandr Romanov,Chase Sherman,win
"April 30, 2022",Francisco Figueiredo,Daniel Lacerda,win
"April 30, 2022",Gabe Green,Yohan Lainesse,win
"April 30, 2022",Natan Levy,Mike Breeden,win
"April 30, 2022",Shanna Young,Gina Mazany,win
"April 23, 2022",Jessica Andrade,Amanda Lemos,win
"April 23, 2022",Claudio Puelles,Clay Guida,win
"April 23, 2022",Maycee Barber,Montana De La Rosa,win
"April 23, 2022",Charles Jourdain,Lando Vannata,win
"April 23, 2022",Marc-Andre Barriault,Jordan Wright,win
"April 23, 2022",Sergey Khandozhko,Dwight Grant,win
"April 23, 2022",Tyson Pedro,Ike Villanueva,win
"April 23, 2022",Aoriqileng,Cameron Else,win
"April 23, 2022",Preston Parsons,Evan Elder,win
"April 23, 2022",Philipe Lins,Marcin Prachnio,win
"April 23, 2022",Mike Jackson,Dean Barry,win
"April 16, 2022",Belal Muhammad,Vicente Luque,win
"April 16, 2022",Caio Borralho,Gadzhi Omargadzhiev,win
"April 16, 2022",Andre Fialho,Miguel Baeza,win
"April 16, 2022",Mayra Bueno Silva,Wu Yanan,win
"April 16, 2022",Pat Sabatini,TJ Laramie,win
"April 16, 2022",Mounir Lazzez,Ange Loosa,win
"April 16, 2022",Devin Clark,William Knight,win
"April 16, 2022",Pannie Kianzad,Lina Lansberg,win
"April 16, 2022",Drakkar Klose,Brandon Jenkins,win
"April 16, 2022",Rafa Garcia,Jesse Ronson,win
"April 16, 2022",Martin Buday,Chris Barnett,win
"April 16, 2022",Jordan Leavitt,Trey Ogden,win
"April 16, 2022",Sam Hughes,Istela Nunes,win
"April 16, 2022",Alatengheili,Kevin Croom,win
"April 09, 2022",Alexander Volkanovski,Chan Sung Jung,win
"April 09, 2022",Aljamain Sterling,Petr Yan,win
"April 09, 2022",Khamzat Chimaev,Gilbert Burns,win
"April 09, 2022",Mackenzie Dern,Tecia Pennington,win
"April 09, 2022",Mark Madsen,Vinc Pichel,win
"April 09, 2022",Ian Machado Garry,Darian Weeks,win
"April 09, 2022",Anthony Hernandez,Josh Fremd,win
"April 09, 2022",Raquel Pennington,Aspen Ladd,win
"April 09, 2022",Mike Malott,Mickey Gall,win
"April 09, 2022",Aleksei Oleinik,Jared Vanderaa,win
"April 09, 2022",Piera Rodriguez,Kay Hansen,win
"April 09, 2022",Julio Arce,Daniel Santos,win
"March 26, 2022",Curtis Blaydes,Chris Daukaus,win
"March 26, 2022",Alexa Grasso,Joanne Wood,win
"March 26, 2022",Bryan Barberena,Matt Brown,win
"March 26, 2022",Kai Kara-France,Askar Askarov,win
"March 26, 2022",Neil Magny,Max Griffin,win
"March 26, 2022",Marc Diakiese,Viacheslav Borshchev,win
"March 26, 2022",Sara McMann,Karol Rosa,win
"March 26, 2022",Chris Gutierrez,Batgerel Danaa,win
"March 26, 2022",Aliaskhab Khizriev,Denis Tiuliulin,win
"March 26, 2022",Manon Fiorot,Jennifer Maia,win
"March 26, 2022",Matheus Nicolau,David Dvorak,win
"March 26, 2022",Luis Saldana,Bruno Souza,win
"March 19, 2022",Tom Aspinall,Alexander Volkov,win
"March 19, 2022",Arnold Allen,Dan Hooker,win
"March 19, 2022",Paddy Pimblett,Kazula Vargas,win
"March 19, 2022",Gunnar Nelson,Takashi Sato,win
"March 19, 2022",Molly McCann,Luana Carolina,win
"March 19, 2022",Ilia Topuria,Jai Herbert,win
"March 19, 2022",Makwan Amirkhani,Mike Grundy,win
"March 19, 2022",Sergei Pavlovich,Shamil Abdurakhimov,win
"March 19, 2022",Paul Craig,Nikita Krylov,win
"March 19, 2022",Jack Shore,Timur Valiev,win
"March 19, 2022",Elise Reed,Cory McKenna,win
"March 19, 2022",Muhammad Mokaev,Cody Durden,win
"March 12, 2022",Magomed Ankalaev,Thiago Santos,win
"March 12, 2022",Song Yadong,Marlon Moraes,win
"March 12, 2022",Sodiq Yusuff,Alex Caceres,win
"March 12, 2022",Khalil Rountree Jr.,Karl Roberson,win
"March 12, 2022",Drew Dober,Terrance McKinney,win
"March 12, 2022",Alex Pereira,Bruno Silva,win
"March 12, 2022",Matthew Semelsberger,AJ Fletcher,win
"March 12, 2022",JJ Aldrich,Gillian Robertson,win
"March 12, 2022",Javid Basharat,Trevin Jones,win
"March 12, 2022",Damon Jackson,Kamuela Kirk,win
"March 12, 2022",Miranda Maverick,Sabina Mazo,win
"March 12, 2022",Cody Brundage,Dalcha Lungiambula,win
"March 12, 2022",Guido Cannetti,Kris Moutinho,win
"March 12, 2022",Azamat Murzakanov,Tafon Nchukwi,win
"March 05, 2022",Colby Covington,Jorge Masvidal,win
"March 05, 2022",Rafael Dos Anjos,Renato Moicano,win
"March 05, 2022",Bryce Mitchell,Edson Barboza,win
"March 05, 2022",Kevin Holland,Alex Oliveira,win
"March 05, 2022",Serghei Spivac,Greg Hardy,win
"March 05, 2022",Jalin Turner,Jamie Mullarkey,win
"March 05, 2022",Marina Rodriguez,Yan Xiaonan,win
"March 05, 2022",Nicolae Negumereanu,Kennedy Nzechukwu,win
"March 05, 2022",Maryna Moroz,Mariya Agapova,win
"March 05, 2022",Umar Nurmagomedov,Brian Kelleher,win
"March 05, 2022",Tim Elliott,Tagir Ulanbekov,win
"March 05, 2022",Ludovit Klein,Devonte Smith,win
"March 05, 2022",Dustin Jacoby,Michal Oleksiejczuk,win
"February 26, 2022",Islam Makhachev,King Green,win
"February 26, 2022",Wellington Turman,Misha Cirkunov,win
"February 26, 2022",Priscila Cachoeira,Ji Yeon Kim,win
"February 26, 2022",Arman Tsarukyan,Joel Alvarez,win
"February 26, 2022",Armen Petrosyan,Gregory Rodrigues,win
"February 26, 2022",Ignacio Bahamondes,Rongzhu,win
"February 26, 2022",Josiane Nunes,Ramona Pascual,win
"February 26, 2022",Terrance McKinney,Fares Ziam,win
"February 26, 2022",Jonathan Martinez,Alejandro Perez,win
"February 26, 2022",Ramiz Brahimaj,Micheal Gillmore,win
"February 26, 2022",Carlos Hernandez,Victor Altamirano,win
"February 19, 2022",Jamahal Hill,Johnny Walker,win
"February 19, 2022",Kyle Daukaus,Jamie Pickett,win
"February 19, 2022",Parker Porter,Alan Baudot,win
"February 19, 2022",Jim Miller,Nikolas Motta,win
"February 19, 2022",Joaquin Buckley,Abdul Razak Alhassan,win
"February 19, 2022",David Onama,Gabriel Benitez,win
"February 19, 2022",Stephanie Egger,Jessica-Rose Clark,win
"February 19, 2022",Chas Skelly,Mark Striegl,win
"February 19, 2022",Gloria de Paula,Diana Belbita,win
"February 19, 2022",Chad Anheliger,Jesse Strader,win
"February 19, 2022",Jonathan Pearce,Christian Rodriguez,win
"February 19, 2022",Mario Bautista,Jay Perrin,win
"February 12, 2022",Israel Adesanya,Robert Whittaker,win
"February 12, 2022",Tai Tuivasa,Derrick Lewis,win
"February 12, 2022",Jared Cannonier,Derek Brunson,win
"February 12, 2022",Renato Moicano,Alexander Hernandez,win
"February 12, 2022",King Green,Nasrat Haqparast,win
"February 12, 2022",Andrei Arlovski,Jared Vanderaa,win
"February 12, 2022",Casey O'Neill,Roxanne Modafferi,win
"February 12, 2022",Kyler Phillips,Marcelo Rojo,win
"February 12, 2022",Carlos Ulberg,Fabio Cherant,win
"February 12, 2022",Ronnie Lawrence,Mana Martinez,win
"February 12, 2022",Jacob Malkoun,AJ Dobson,win
"February 12, 2022",Douglas Silva de Andrade,Sergey Morozov,win
"February 12, 2022",Jeremiah Wells,Blood Diamond,win
"February 12, 2022",Maxim Grishin,William Knight,win
"February 05, 2022",Sean Strickland,Jack Hermansson,win
"February 05, 2022",Nick Maximov,Punahele Soriano,win
"February 05, 2022",Shavkat Rakhmonov,Carlston Harris,win
"February 05, 2022",Brendan Allen,Sam Alvey,win
"February 05, 2022",Bryan Battle,Tresean Gore,win
"February 05, 2022",Julian Erosa,Steven Peterson,win
"February 05, 2022",John Castaneda,Miles Johns,win
"February 05, 2022",Hakeem Dawodu,Michael Trizano,win
"February 05, 2022",Chidi Njokuani,Marc-Andre Barriault,win
"February 05, 2022",Alexis Davis,Julija Stoliarenko,win
"February 05, 2022",Jailton Almeida,Danilo Marques,win
"February 05, 2022",Phil Rowe,Jason Witt,win
"February 05, 2022",Malcolm Gordon,Denys Bondar,win
"January 22, 2022",Francis Ngannou,Ciryl Gane,win
"January 22, 2022",Deiveson Figueiredo,Brandon Moreno,win
"January 22, 2022",Michel Pereira,Andre Fialho,win
"January 22, 2022",Said Nurmagomedov,Cody Stamann,win
"January 22, 2022",Michael Morales,Trevin Giles,win
"January 22, 2022",Victor Henry,Raoni Barcelos,win
"January 22, 2022",Jack Della Maddalena,Pete Rodriguez,win
"January 22, 2022",Tony Gravely,Saimon Oliveira,win
"January 22, 2022",Matt Frevola,Genaro Valdez,win
"January 22, 2022",Vanessa Demopoulos,Silvana Gomez Juarez,win
"January 22, 2022",Jasmine Jasudavicius,Kay Hansen,win
"January 15, 2022",Calvin Kattar,Giga Chikadze,win
"January 15, 2022",Jake Collier,Chase Sherman,win
"January 15, 2022",Brandon Royval,Rogerio Bontorin,win
"January 15, 2022",Katlyn Cerminara,Jennifer Maia,win
"January 15, 2022",Viacheslav Borshchev,Dakota Bush,win
"January 15, 2022",Bill Algeo,Joanderson Brito,win
"January 15, 2022",Jamie Pickett,Joseph Holmes,win
"January 15, 2022",Court McGee,Ramiz Brahimaj,win
"January 15, 2022",Brian Kelleher,Kevin Croom,win
"January 15, 2022",TJ Brown,Charles Rosa,win
"December 18, 2021",Derrick Lewis,Chris Daukaus,win
"December 18, 2021",Belal Muhammad,Stephen Thompson,win
"December 18, 2021",Amanda Lemos,Angela Hill,win
"December 18, 2021",Ricky Simon,Raphael Assuncao,win
"December 18, 2021",Mateusz Gamrot,Diego Ferreira,win
"December 18, 2021",Cub Swanson,Darren Elkins,win
"December 18, 2021",Gerald Meerschaert,Dustin Stoltzfus,win
"December 18, 2021",Justin Tafa,Harry Hunsucker,win
"December 18, 2021",Melissa Gatto,Sijara Eubanks,win
"December 18, 2021",Charles Jourdain,Andre Ewell,win
"December 18, 2021",Raquel Pennington,Macy Chiasson,win
"December 18, 2021",Don'Tale Mayes,Josh Parisian,win
"December 18, 2021",Jordan Leavitt,Matt Sayles,win
"December 11, 2021",Charles Oliveira,Dustin Poirier,win
"December 11, 2021",Julianna Pena,Amanda Nunes,win
"December 11, 2021",Geoff Neal,Santiago Ponzinibbio,win
"December 11, 2021",Kai Kara-France,Cody Garbrandt,win
"December 11, 2021",Sean O'Malley,Raulian Paiva,win
"December 11, 2021",Josh Emmett,Dan Ige,win
"December 11, 2021",Dominick Cruz,Pedro Munhoz,win
"December 11, 2021",Tai Tuivasa,Augusto Sakai,win
"December 11, 2021",Bruno Silva,Jordan Wright,win
"December 11, 2021",Andre Muniz,Eryk Anders,win
"December 11, 2021",Erin Blanchfield,Miranda Maverick,win
"December 11, 2021",Ryan Hall,Darrick Minner,win
"December 11, 2021",Tony Kelley,Randy Costa,win
"December 11, 2021",Gillian Robertson,Priscila Cachoeira,win
"December 04, 2021",Jose Aldo,Rob Font,win
"December 04, 2021",Rafael Fiziev,Brad Riddell,win
"December 04, 2021",Jamahal Hill,Jimmy Crute,win
"December 04, 2021",Clay Guida,Leonardo Santos,win
"December 04, 2021",Chris Curtis,Brendan Allen,win
"December 04, 2021",Alex Morono,Mickey Gall,win
"December 04, 2021",Dusko Todorovic,Maki Pitolo,win
"December 04, 2021",Manel Kape,Zhalgas Zhumagulov,win
"December 04, 2021",Bryan Barberena,Darian Weeks,win
"December 04, 2021",Cheyanne Vlismas,Mallory Martin,win
"December 04, 2021",William Knight,Alonzo Menifield,win
"December 04, 2021",Claudio Puelles,Chris Gruetzemacher,win
"December 04, 2021",Vince Morales,Louis Smolka,win
"November 20, 2021",Ketlen Vieira,Miesha Tate,win
"November 20, 2021",Sean Brady,Michael Chiesa,win
"November 20, 2021",Taila Santos,Joanne Wood,win
"November 20, 2021",Rani Yahya,Kyung Ho Kang,win
"November 20, 2021",Adrian Yanez,Davey Grant,win
"November 20, 2021",Pat Sabatini,Tucker Lutz,win
"November 20, 2021",Rafa Garcia,Natan Levy,win
"November 20, 2021",Loopy Godinez,Loma Lookboonmee,win
"November 20, 2021",Cody Durden,Aoriqileng,win
"November 20, 2021",Shayilan Nuerdanbieke,Sean Soriano,win
"November 20, 2021",Luana Pinheiro,Sam Hughes,win
"November 13, 2021",Max Holloway,Yair Rodriguez,win
"November 13, 2021",Marcos Rogerio de Lima,Ben Rothwell,win
"November 13, 2021",Felicia Spencer,Leah Letson,win
"November 13, 2021",Khaos Williams,Miguel Baeza,win
"November 13, 2021",Song Yadong,Julio Arce,win
"November 13, 2021",Joel Alvarez,Thiago Moises,win
"November 13, 2021",Andrea Lee,Cynthia Calvillo,win
"November 13, 2021",Sean Woodson,Collin Anglin,win
"November 13, 2021",Cortney Casey,Liana Jojua,win
"November 13, 2021",Rafael Alves,Marc Diakiese,win
"November 13, 2021",Da Woon Jung,Kennedy Nzechukwu,win
"November 06, 2021",Kamaru Usman,Colby Covington,win
"November 06, 2021",Rose Namajunas,Zhang Weili,win
"November 06, 2021",Marlon Vera,Frankie Edgar,win
"November 06, 2021",Shane Burgos,Billy Quarantillo,win
"November 06, 2021",Justin Gaethje,Michael Chandler,win
"November 06, 2021",Alex Pereira,Andreas Michailidis,win
"November 06, 2021",King Green,Al Iaquinta,win
"November 06, 2021",Chris Curtis,Phil Hawes,win
"November 06, 2021",Nassourdine Imavov,Edmen Shahbazyan,win
"November 06, 2021",Ian Machado Garry,Jordan Williams,win
"November 06, 2021",Chris Barnett,Gian Villante,win
"November 06, 2021",Dustin Jacoby,John Allan,win
"November 06, 2021",Melsik Baghdasaryan,Bruno Souza,win
"November 06, 2021",Ode Osbourne,CJ Vergara,win
"October 30, 2021",Glover Teixeira,Jan Blachowicz,win
"October 30, 2021",Petr Yan,Cory Sandhagen,win
"October 30, 2021",Islam Makhachev,Dan Hooker,win
"October 30, 2021",Alexander Volkov,Marcin Tybura,win
"October 30, 2021",Khamzat Chimaev,Li Jingliang,win
"October 30, 2021",Magomed Ankalaev,Volkan Oezdemir,win
"October 30, 2021",Amanda Ribas,Virna Jandiroba,win
"October 30, 2021",Zubaira Tukhugov,Ricardo Ramos,win
"October 30, 2021",Albert Duraev,Roman Kopylov,win
"October 30, 2021",Elizeu Zaleski dos Santos,Benoit Saint Denis,win
"October 30, 2021",Michal Oleksiejczuk,Shamil Gamzatov,win
"October 30, 2021",Lerone Murphy,Makwan Amirkhani,win
"October 30, 2021",Andre Petroski,Hu Yaozong,win
"October 30, 2021",Tagir Ulanbekov,Allan Nascimento,win
"October 23, 2021",Marvin Vettori,Paulo Costa,win
"October 23, 2021",Grant Dawson,Ricky Glenn,draw
"October 23, 2021",Jessica-Rose Clark,Joselyne Edwards,win
"October 23, 2021",Alex Caceres,SeungWoo Choi,win
"October 23, 2021",Francisco Trinaldo,Dwight Grant,win
"October 23, 2021",Nicolae Negumereanu,Ike Villanueva,win
"October 23, 2021",Gregory Rodrigues,JunYong Park,win
"October 23, 2021",Mason Jones,David Onama,win
"October 23, 2021",Tabatha Ricci,Maria Oliveira,win
"October 23, 2021",Jamie Pickett,Laureano Staropoli,win
"October 23, 2021",Jai Herbert,Khama Worthy,win
"October 23, 2021",Jeff Molina,Daniel Lacerda,win
"October 23, 2021",Randa Markos,Livinha Souza,win
"October 23, 2021",Jonathan Martinez,Zviad Lazishvili,win
"October 16, 2021",Norma Dumont,Aspen Ladd,win
"October 16, 2021",Andrei Arlovski,Carlos Felipe,win
"October 16, 2021",Jim Miller,Erick Gonzalez,win
"October 16, 2021",Manon Fiorot,Mayra Bueno Silva,win
"October 16, 2021",Nate Landwehr,Ludovit Klein,win
"October 16, 2021",Bruno Silva,Andrew Sanchez,win
"October 16, 2021",Danny Roberts,Ramazan Emeev,win
"October 16, 2021",Luana Carolina,Loopy Godinez,win
"October 16, 2021",Batgerel Danaa,Brandon Davis,win
"October 16, 2021",Ariane Carnelossi,Istela Nunes,win
"October 09, 2021",Marina Rodriguez,Mackenzie Dern,win
"October 09, 2021",Randy Brown,Jared Gooden,win
"October 09, 2021",Matheus Nicolau,Tim Elliott,win
"October 09, 2021",Mariya Agapova,Sabina Mazo,win
"October 09, 2021",Chris Gutierrez,Felipe Colares,win
"October 09, 2021",Alexandr Romanov,Jared Vanderaa,win
"October 09, 2021",Damon Jackson,Charles Rosa,win
"October 09, 2021",Loopy Godinez,Silvana Gomez Juarez,win
"October 09, 2021",Steve Garcia,Charlie Ontiveros,win
"October 02, 2021",Thiago Santos,Johnny Walker,win
"October 02, 2021",Kevin Holland,Kyle Daukaus,nc
"October 02, 2021",Niko Price,Alex Oliveira,win
"October 02, 2021",Krzysztof Jotko,Misha Cirkunov,win
"October 02, 2021",Alexander Hernandez,Mike Breeden,win
"October 02, 2021",Jared Gordon,Joe Solecki,win
"October 02, 2021",Casey O'Neill,Antonina Shevchenko,win
"October 02, 2021",Karol Rosa,Bethe Correia,win
"October 02, 2021",Jamie Mullarkey,Devonte Smith,win
"October 02, 2021",Douglas Silva de Andrade,Gaetano Pirrello,win
"October 02, 2021",Stephanie Egger,Shanna Young,win
"October 02, 2021",Alejandro Perez,Johnny Eduardo,win
"September 25, 2021",Alexander Volkanovski,Brian Ortega,win
"September 25, 2021",Valentina Shevchenko,Lauren Murphy,win
"September 25, 2021",Robbie Lawler,Nick Diaz,win
"September 25, 2021",Curtis Blaydes,Jairzinho Rozenstruik,win
"September 25, 2021",Jessica Andrade,Cynthia Calvillo,win
"September 25, 2021",Merab Dvalishvili,Marlon Moraes,win
"September 25, 2021",Dan Hooker,Nasrat Haqparast,win
"September 25, 2021",Chris Daukaus,Shamil Abdurakhimov,win
"September 25, 2021",Taila Santos,Roxanne Modafferi,win
"September 25, 2021",Jalin Turner,Uros Medic,win
"September 25, 2021",Nick Maximov,Cody Brundage,win
"September 25, 2021",Matthew Semelsberger,Martin Sano,win
"September 25, 2021",Jonathan Pearce,Omar Morales,win
"September 18, 2021",Anthony Smith,Ryan Spann,win
"September 18, 2021",Ion Cutelaba,Devin Clark,win
"September 18, 2021",Ariane da Silva,Mandy Bohm,win
"September 18, 2021",Arman Tsarukyan,Christos Giagos,win
"September 18, 2021",Nate Maness,Tony Gravely,win
"September 18, 2021",Joaquin Buckley,Antonio Arroyo,win
"September 18, 2021",Tafon Nchukwi,Mike Rodriguez,win
"September 18, 2021",Raquel Pennington,Pannie Kianzad,win
"September 18, 2021",Rongzhu,Brandon Jenkins,win
"September 18, 2021",Montel Jackson,JP Buys,win
"September 18, 2021",Erin Blanchfield,Sarah Alpar,win
"September 18, 2021",Carlston Harris,Impa Kasanganay,win
"September 18, 2021",Gustavo Lopez,Alatengheili,draw
"September 18, 2021",Hannah Goldy,Emily Whitmire,win
"September 04, 2021",Derek Brunson,Darren Till,win
"September 04, 2021",Tom Aspinall,Serghei Spivac,win
"September 04, 2021",Alex Morono,David Zawada,win
"September 04, 2021",Khalil Rountree Jr.,Modestas Bukauskas,win
"September 04, 2021",Paddy Pimblett,Luigi Vendramini,win
"September 04, 2021",Molly McCann,Ji Yeon Kim,win
"September 04, 2021",Jack Shore,Liudvik Sholinian,win
"September 04, 2021",Julian Erosa,Charles Jourdain,win
"September 04, 2021",Marc-Andre Barriault,Dalcha Lungiambula,win
"August 28, 2021",Giga Chikadze,Edson Barboza,win
"August 28, 2021",Bryan Battle,Gilbert Urbina,win
"August 28, 2021",Ricky Turcios,Brady Hiestand,win
"August 28, 2021",Daniel Rodriguez,Kevin Lee,win
"August 28, 2021",Andre Petroski,Micheal Gillmore,win
"August 28, 2021",Gerald Meerschaert,Makhmud Muradov,win
